,skid,cell_type,idx,name,name_noside,side,annotated_name
569,4778745,LHN,1127.0,3rd Thermo - to peduncle #1 left,3rd Thermo - to peduncle #1,left,no official annotation
570,6494274,LHN,262.0,LH to pseudo bridges_left,LH to pseudo bridges,left,LHN-1
571,3814701,DN-SEZ,1741.0,densecoreneuron_left,densecoreneuron,left,no official annotation
572,16474159,LHN,2409.0,DPMpm2 2 left,DPMpm2 2,left,no official annotation
573,10955244,LHN,2139.0,from mPN 16 neuron 10955244 left,from mPN 16 neuron 10955244,left,no official annotation
574,10958210,pre-DN-SEZ,563.0,F14: PVL005 - 1 Left?,F14: PVL005 - 1?,left,no official annotation
575,16494105,LHN,2543.0,AF9: brush left,AF9: brush,left,no official annotation
576,17420035,LHN,181.0,PDL1_left,PDL1,left,no official annotation
577,17696578,LHN,605.0,ASB Lander Left,ASB Lander,left,no official annotation
578,16544485,other,1416.0,ASB LH Interneuron left ,ASB LH Interneuron ,left,no official annotation
579,16409132,LHN,2906.0,BLDc LH left,BLDc LH,left,no official annotation
580,17933822,other,1619.0,BLVa12 tripartite left,BLVa12 tripartite,left,no official annotation
581,3946569,LHN,1165.0,BLAd ant med 3 neuron left,BLAd ant med 3 neuron,left,no official annotation
582,7313896,MB-FFN,995.0,SEZ FFN left TODO dendrites,SEZ FFN TODO dendrites,left,FFN-19
583,8111135,PN,1699.0,nc1;left,nc1,left,Vision PN 1; vPN; visual 2nd_order PN
584,4398543,CN,1846.0,DPLl a 2 left,DPLl a 2,left,no official annotation
585,19051762,pre-DN-VNC,1004.0,Death grip left (new name now correct pair),Death grip ,left,no official annotation
586,12425856,PN,1065.0,Projection neuron LH,Projection neuron LH,left,gustatory-pharyngeal 2nd_order PN
587,4134539,KC,2561.0,KC no pair,KC no pai,left,KC
588,8262372,KC,505.0,LON KC left,LON KC,left,KC
589,7187384,KC,520.0,Thermo KC B_left - mbi2 - unknown,Thermo KC B - mbi2 - unknown,left,KC
590,8118474,KC,571.0,Thermo KC A_Left   -   Mushroom Body  Right,Thermo KC A_Left   -   Mushroom Body ,left,KC
591,12726582,KC,1546.0,KC16,KC16,left,KC
592,4780707,LHN,2689.0,AF15: off suckerfish_left,AF15: off suckerfish,left,no official annotation
593,5474852,LN,1659.0,RQ1: 3rd - thermo orders _left,RQ1: 3rd - thermo orders ,left,CN-5
594,12840470,other,2530.0,U1: WB_DPMpl1_left,U1: WB_DPMpl1,left,LHN-7
595,8238322,LHN,121.0,LH bilateral axon 1_left; BLVa12 b 2,LH bilateral axon 1; BLVa12 b 2,left,LHN-2
596,11135340,LN,541.0,S: Peptidergic_sibling 35_left,S: Peptidergic_sibling 35,left,no official annotation
597,8248706,KC,2084.0,KC no pair,KC no pai,left,KC
598,15734988,KC,377.0,KC no pair,KC no pai,left,KC
599,8393981,KC,452.0,KC no pair,KC no pai,left,KC
600,11785627,KC,2249.0,KC no pair,KC no pai,left,KC
601,16630024,KC,1993.0,KC no pair,KC no pai,left,KC
602,16939375,KC,392.0,KC67,KC67,left,KC
603,16015738,KC,1448.0,KC no pair,KC no pai,left,KC
604,12217572,KC,2401.0,KC no pair,KC no pai,left,KC
605,6702830,KC,2320.0,KC no pair,KC no pai,left,KC
606,8864096,KC,1888.0,KC no pair,KC no pai,left,KC
607,16631222,KC,1303.0,KC no pair,KC no pai,left,KC
608,15861524,KC,2364.0,KC no pair,KC no pai,left,KC
609,5118060,LHN,266.0,UT: BLAv12-1_left,UT: BLAv12-1,left,mechano-Ch 2nd_order PN
610,12325227,PN-somato,2466.0,Smash_left,Smash,left,FFN-29; noci 2nd_order PN
611,2439067,LHN,1392.0,T3: PVLr_left,T3: PVLr,left,LHN-8
612,16799939,CN,940.0,DPLp 1 left,DPLp 1,left,no official annotation
613,14818307,LHN,1685.0,AF7: C Shaped left,AF7: C Shaped,left,no official annotation
614,6494382,LHN,896.0,try5thLN_sibling 35 left,try5thLN_sibling 35,left,no official annotation
615,17360022,pre-DN-VNC,29.0,DPlal Curvy left,DPlal Curvy,left,no official annotation
616,18648531,CN,793.0,Bonsai left,Bonsai,left,no official annotation
617,16422744,pre-DN-VNC,287.0,BAlp4 ascending 3 left,BAlp4 ascending 3,left,no official annotation
618,2568522,PN,2471.0,Another Upper Comissure PN right,Another Upper Comissure PN,left,gustatory-external 2nd_order PN
619,15590793,other,2758.0,DL-LH_cand9 like left,DL-LH_cand9 like,left,no official annotation
620,5746180,pre-DN-VNC,1882.0,BLP34 bilateral 1 left,BLP34 bilateral 1,left,no official annotation
621,15519213,CN,182.0,DALcm12 L v p 10 left,DALcm12 v p 10,left,no official annotation
622,2964760,pre-DN-VNC,2261.0,DPLd C neuron left,DPLd C neuron,left,no official annotation
623,5747036,other,1932.0,BLP34 descending 1 left,BLP34 descending 1,left,no official annotation
624,12360656,PN,124.0,Gust PN to LH left,Gust PN to LH,left,gustatory-external 2nd_order PN
625,17769815,other,913.0,CM13 med 9 left,CM13 med 9,left,no official annotation
626,10961507,LHN,566.0,DL-LH_cand10 left,DL-LH_cand10,left,no official annotation
627,17732791,DN-SEZ,2117.0,BAmas12_ven descending 2 left,BAmas12_ven descending 2,left,no official annotation
628,17732085,LHN,1774.0,DPLal 3 1 neuron left,DPLal 3 1 neuron,left,no official annotation
629,5689639,other,2541.0,CM13 tall ipsilateral left,CM13 tall ipsilateral,left,no official annotation
630,17277623,PN,2291.0,Axon upstairs left,Axon upstairs,left,gustatory-external 2nd_order PN
631,19884188,other,969.0,BLVp12 sickle 2 left,BLVp12 sickle 2,left,no official annotation
632,14756000,PN,794.0,BAla34 hairy ascending left,BAla34 hairy ascending,left,gustatory-external 2nd_order PN
633,19880740,pre-DN-VNC,1054.0,CPa 1 left,CPa 1,left,no official annotation
634,13832416,PN,2883.0,BAmas12_dor Hook left,BAmas12_dor Hook,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
635,18087179,PN,2927.0,BAla34 ascending 2 left,BAla34 ascending 2,left,gustatory-external 2nd_order PN
636,13833814,DN-SEZ,157.0,BAmas12_dor descending 2 left,BAmas12_dor descending 2,left,no official annotation
637,5678582,other,727.0,CPa 2 left,CPa 2,left,no official annotation
638,11029359,CN,1456.0,DL-LH_cand9 left 11029360,DL-LH_cand9 11029360,left,no official annotation
639,17036160,PN,1096.0,BAmd1 PN 2 right,BAmd1 PN 2,left,gustatory-external 2nd_order PN
640,17036132,PN,2735.0,BAmd1 PN 1 right,BAmd1 PN 1,left,gustatory-external 2nd_order PN
641,12452356,other,1010.0,BAlc post ascending 2 left,BAlc post ascending 2,left,no official annotation
642,16959698,other,2564.0,CPa 2-like left,CPa 2-like,left,no official annotation
643,18527962,DN-VNC,535.0,neuron 18527963_pair001,neuron 18527963_pair001,left,no official annotation
644,12500843,other,1539.0,BAla12 ascending 2 left,BAla12 ascending 2,left,no official annotation
645,17557290,CN,903.0,BLVp12 sickle 3 left,BLVp12 sickle 3,left,no official annotation
646,5186443,other,1049.0,DALcm12 L m ant lat 1 left,DALcm12 m ant lat 1,left,no official annotation
647,14519756,pre-DN-VNC,1107.0,R1: upstream of telephone_left,R1: upstream of telephone,left,no official annotation
648,21136945,PN-somato,801.0,MIXED bilateral left,MIXED bilateral,left,mechano-Ch 2nd_order PN
649,5657004,pre-DN-VNC,1476.0,"receives from telephone, outputs onto telegoro L","receives from telephone, outputs onto telegoro",left,no official annotation
650,16848497,MB-FFN,365.0,Basal Tel-like 9 left,Basal Tel-like 9,left,FFN-33
651,5691934,PN-somato,1136.0,telephone-1L,telephone-1L,left,noci 2nd_order PN
652,8253620,pre-DN-VNC,1566.0,MB2IN-159 left alternative,MB2IN-159 alternative,left,no official annotation
653,17732031,pre-DN-VNC,446.0,AF: DPLal BPL-to-medial_left,AF: DPLal BPL-to-medial,left,no official annotation
654,10893103,PN-somato,2924.0,Ipsiphone L,Ipsiphone,left,noci 2nd_order PN
655,11291653,PN-somato,1583.0,Basal Tel-like 2 left,Basal Tel-like 2,left,noci 2nd_order PN
656,11037238,LHN,976.0,down_PVL09_PN-OLP_left,down_PVL09_PN-OLP,left,noci 2nd_order PN
657,11084320,pre-DN-VNC,1316.0,Basal Tel-like 10 left,Basal Tel-like 10,left,no official annotation
658,12839441,LHN,331.0,LH bilateral axon 5_left,LH bilateral axon 5,left,LHN-18; CN-54
659,5679304,MB-FFN,2512.0,ASB TODO left from mPN 6,ASB TODO from mPN 6,left,FFN-34
660,10018260,LHN,1459.0,CM4 dor med_l; CM4 dor ant 8 left,CM4 dor med_l; CM4 dor ant 8,left,no official annotation
661,8203947,LHN,2299.0,PDM1 left,PDM1,left,no official annotation
662,4433960,CN,1070.0,NQ: BAla1/2_left,NQ: BAla1/2,left,no official annotation
663,4680995,LHN,1294.0,LH bilateral axon 3_left,LH bilateral axon 3,left,LHN-4; PL-2; noci 2nd_order PN
664,12670738,MB-FFN,1385.0,PN to MBE,PN to MBE,left,FFN-31
665,12667895,PN-somato,1974.0,Hairbrush_left ,Hairbrush ,left,noci 2nd_order PN
666,8423405,LHN,2775.0,UE: down pOLP&PVL09_left,UE: down pOLP&PVL09,left,CN-3
667,8539175,CN,2041.0,TT ;  BAmd1 v r _Kathak_right,TT ;  BAmd1 v _Kathak,left,CN-40
668,11004239,LHN,2136.0,offPVL09_left (bilateral DS LH),offPVL09 ,left,LHN-17; CN-53
669,12617396,PN,1756.0,L left (PN to LH),L ,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
670,17361757,LHN,839.0,LH Processor_left,LH Processor,left,CN-27
671,19045334,LHN,2234.0,LH_sibling 67 like left,LH_sibling 67 like,left,no official annotation
672,14319498,LHN,254.0,LH_sibling 67 left,LH_sibling 67,left,no official annotation
673,16100461,LHN,412.0,T2: BLAv1 3 _sibling_left,T2: BLAv1 3 _sibling,left,no official annotation
674,2988292,pre-DN-VNC,2932.0,Two-headed cobra left,Two-headed cobra,left,_Two-headed cobra
675,10209260,MB-FBN,1242.0,AE_left,AE,left,FBN-18
676,17038587,LHN,663.0,MJ: LNM_downstream4_left,MJ: LNM_downstream4,left,CN-29
677,8838927,MB-FFN,1531.0,neuron 8838928,neuron 8838928,left,FFN-32
678,4422289,LHN,325.0,SKT_left,SKT,left,no official annotation
679,15985265,other,450.0,BLD interneuron left,BLD interneuron,left,no official annotation
680,16096934,pre-DN-SEZ,2427.0,DPLm ant lat 3? left -gap issue?,DPLm ant lat 3? -gap issue?,left,no official annotation
681,5745110,pre-DN-VNC,10.0,BLP34 bilateral 2 left,BLP34 bilateral 2,left,no official annotation
682,11934261,other,361.0,DPlal ipsilateral 1 left,DPlal ipsilateral 1,left,no official annotation
683,16283590,other,911.0,not MB2IN-159,not MB2IN-159,left,no official annotation
684,17513284,other,2839.0,BLAv12 1 left,BLAv12 1,left,no official annotation
685,2979675,pre-DN-VNC,826.0,DPLam Talon 1 left,DPLam Talon 1,left,no official annotation
686,12509506,other,2331.0,BLA ipsilateral left,BLA ipsilateral,left,no official annotation
687,14782250,other,1129.0,Rose 1 left,Rose 1,left,no official annotation
688,8167696,pre-DN-VNC,1375.0,DPLam Talon 2 left,DPLam Talon 2,left,no official annotation
689,16631248,KC,2012.0,KC no pair,KC no pai,left,KC
690,14319960,KC,2745.0,KC no pair,KC no pai,left,KC
691,14255342,KC,1152.0,KC no claws,KC no claws,left,KC
692,16627950,KC,2436.0,KC no claws,KC no claws,left,KC
693,16017113,KC,2343.0,KC no pair,KC no pai,left,KC
694,3819171,KC,1497.0,KC no pair,KC no pai,left,KC
695,15722306,KC,137.0,KC no claws,KC no claws,left,KC
696,15691114,KC,2448.0,KC no claws,KC no claws,left,KC
697,16440704,KC,812.0,KC no pair,KC no pai,left,KC
698,11691640,KC,2702.0,KC no claws,KC no claws,left,KC
699,8318678,KC,459.0,KC no claws,KC no claws,left,KC
700,10282065,PN-somato,2691.0,BLAv12 lat bilateral neuron 1 left,BLAv12 lat bilateral neuron 1,left,mechano-Ch 2nd_order PN
701,15632282,other,489.0,DPLl bilateral 1 left,DPLl bilateral 1,left,no official annotation
702,15608953,pre-DN-VNC,877.0,"MB2IN-162/163 like left; Bilateral above BPL, DS BTL4_left","MB2IN-162/163 like; Bilateral above BPL, DS BTL4",left,no official annotation
703,17360038,pre-DN-VNC,2774.0,DPlal outer bilateral 1 left,DPlal outer bilateral 1,left,no official annotation
704,10922928,pre-DN-VNC,2551.0,telephone-related left,telephone-related,left,no official annotation
705,3060480,pre-DN-VNC,774.0,DPLl Gnarly left,DPLl Gnarly,left,no official annotation
706,17360010,pre-DN-VNC,921.0,DPLal 3 L,DPLal 3,left,no official annotation
707,3048606,DN-VNC,2769.0,Coaster (NPF) Left,Coaster ,left,no official annotation
708,10922020,LHN,1519.0,f_down pOLP left,f_down pOLP,left,no official annotation
709,5033480,pre-DN-VNC,2567.0,Partner 27,Partner 27,left,no official annotation
710,19395500,other,850.0,Downstream Downstream A00c left,Downstream Downstream A00c,left,no official annotation
711,16799809,other,357.0,neuron 16799810,neuron 16799810,left,no official annotation
712,16630479,other,1811.0,BLAvm bilateral neuron 1 left,BLAvm bilateral neuron 1,left,no official annotation
713,12371688,LHN,47.0,BLVa_t bilateral left,BLVa_t bilateral,left,no official annotation
714,10885466,pre-DN-VNC,2170.0,BLAvm bilateral neuron 7 left,BLAvm bilateral neuron 7,left,no official annotation
715,17729110,LHN,297.0,BLAvm bilateral neuron 5 left,BLAvm bilateral neuron 5,left,no official annotation
716,5712849,other,1721.0,BLVa ascending 1 left,BLVa ascending 1,left,no official annotation
717,17804729,pre-DN-VNC,1374.0,BLVp1 bilateral 6 left,BLVp1 bilateral 6,left,no official annotation
718,2438653,pre-DN-VNC,788.0,MB2IN-162 left; PDLr,MB2IN-162; PDL,left,no official annotation
719,9835169,sensory,706.0,v'td_a4l (Abdominal Sensory),v'td_a4l ,left,respiratory
720,16424131,DN-SEZ,2063.0,BAmas12_ven descending 1 left,BAmas12_ven descending 1,left,no official annotation
721,8347907,pre-DN-VNC,428.0,BLVa_t ascending medial 3 left,BLVa_t ascending medial 3,left,no official annotation
722,8347720,pre-DN-VNC,2683.0,BLVa hook 3 left,BLVa hook 3,left,no official annotation
723,9795662,DN-SEZ,1491.0,BAmas12_ven descending 4 left,BAmas12_ven descending 4,left,no official annotation
724,3882998,DN-SEZ,454.0,CP contra to SEZ left; MB1: incomplete neuron with soma,CP contra to SEZ; MB1: incomplete neuron with soma,left,no official annotation
725,10609443,DN-VNC,691.0,CM4-dm Switcheroo 2 left,CM4-dm Switcheroo 2,left,no official annotation
726,5671303,pre-DN-VNC,404.0,DPlal crinkled 1 left,DPlal crinkled 1,left,no official annotation
727,19929273,other,1780.0,BLP34 looper 1 left,BLP34 looper 1,left,no official annotation
728,17360076,pre-DN-VNC,1411.0,DPlal simple bilateral e left,DPlal simple bilateral e,left,no official annotation
729,17473163,DN-VNC,907.0,DPMl contralateral descending left,DPMl contralateral descending,left,no official annotation
730,14995061,other,1241.0,BLAvm bilateral neuron 3 left,BLAvm bilateral neuron 3,left,no official annotation
731,16636860,pre-DN-VNC,2492.0,DPLl a 1 left,DPLl a 1,left,no official annotation
732,17732737,other,1794.0,DPMl a 5 left,DPMl a 5,left,no official annotation
733,15063529,other,1232.0,BLVa ascending 1-like left,BLVa ascending 1-like,left,no official annotation
734,2511238,ascending,253.0,A00c_a4l,A00c_a4,left,A00c_a4; noci
735,15365184,DN-VNC,704.0,CPd descending ipsilateral left,CPd descending ipsilateral,left,no official annotation
736,15680043,other,1668.0,BLVp12 sickle 4 left - missing dendrite,BLVp12 sickle 4 - missing dendrite,left,no official annotation
737,9787859,DN-SEZ,655.0,Inter2 left ,Inter2 ,left,no official annotation
738,15676016,pre-DN-VNC,1179.0,DPlal simple bilateral 2 left,DPlal simple bilateral 2,left,PL-7
739,1042538,ascending,1552.0,A00c_a6l,A00c_a6,left,A00c_a6; noci
740,5577650,other,2649.0,MIXED brancher left,MIXED brancher,left,no official annotation
741,17165429,other,1399.0,MIXED small fork left,MIXED small fork,left,no official annotation
742,18149325,pre-DN-VNC,2485.0,DALv1 5 left,DALv1 5,left,no official annotation
743,4400767,RGN,1484.0,DH44 2 left,DH44 2,left,no official annotation
744,17086412,pre-DN-VNC,2602.0,BLVa_t ascending medial 1 left,BLVa_t ascending medial 1,left,no official annotation
745,15588711,DN-VNC,2275.0,BLVp12 descending left,BLVp12 descending,left,no official annotation
746,8391330,DN-VNC,579.0,DPMl a 2 DPPT neuron left,DPMl a 2 DPPT neuron,left,no official annotation
747,10716080,DN-VNC,549.0,DPMm1 Brain descending into VNC left,DPMm1 Brain descending into VNC,left,no official annotation
748,16501652,other,1828.0,BLVa12 local-like left; ASB TODO A2 left 5,BLVa12 local-like; ASB TODO A2 5,left,no official annotation
749,16366055,pre-DN-VNC,1504.0,BLAvm bilateral neuron 6 left,BLAvm bilateral neuron 6,left,no official annotation
750,5764924,DN-SEZ,1371.0,Telegoro-like 2 L,Telegoro-like 2,left,no official annotation
751,5763407,DN-VNC,1417.0,BLVp12 descending-like left,BLVp12 descending-like,left,no official annotation
752,6604203,DN-SEZ,2154.0,putative 11H10 left,putative 11H10,left,no official annotation
753,6623049,LN,581.0,MIXED forked left,MIXED forked,left,no official annotation
754,3819859,other,821.0,BLP34 looper 2 left; right_cpld,BLP34 looper 2;_cpld,left,no official annotation
755,1011675,sensory,2584.0,AN-L-Sens-B2-ACp-02,ANSens-B2-ACp-02,left,gustatory-pharyngeal
756,6723364,PN-somato,2527.0,BLDc fork left,BLDc fork,left,noci 2nd_order PN
757,10949382,ascending,2590.0,A08(X16)_a1l (A07_a1l),A08,left,mechano-Ch
758,17360014,other,80.0,DPlal ipsilateral 2 left,DPlal ipsilateral 2,left,no official annotation
759,16356967,PN-somato,895.0,Tel-like 10 left,Tel-like 10,left,Tel10; noci 2nd_order PN
760,11003696,other,186.0,BLVa12 local left,BLVa12 local,left,no official annotation
761,3928574,RGN,139.0,CA-LP-2_left2,CA-LP-22,left,no official annotation
762,10378182,other,594.0,PVM21?_left,PVM21?,left,no official annotation
763,16431065,other,1877.0,BAla34 large span neuron left,BAla34 large span neuron,left,no official annotation
764,10728318,DN-VNC,2890.0,DPMm1 Brain descending into VNC 2 left,DPMm1 Brain descending into VNC 2,left,no official annotation
765,5684940,DN-SEZ,954.0,CPf descending 2 left,CPf descending 2,left,no official annotation
766,10728323,DN-SEZ,1075.0,DPMm1 ipsilateral descending left,DPMm1 ipsilateral descending,left,no official annotation
767,18058644,PN-somato,2468.0,BLP34 bilateral 3 left,BLP34 bilateral 3,left,noci 2nd_order PN
768,17321919,DN-SEZ,1020.0,DPMl Sloppy left,DPMl Sloppy,left,no official annotation
769,16434824,other,900.0,BAla34 ascending 3 left,BAla34 ascending 3,left,no official annotation
770,14570370,other,366.0,BAla34 bilateral 1 left,BAla34 bilateral 1,left,no official annotation
771,7227010,DN-VNC,1964.0,CM4-dm Switcheroo 4 left,CM4-dm Switcheroo 4,left,no official annotation
772,7694589,LN,1450.0,LONI;left,LONI,left,no official annotation
773,17047087,LHN,1346.0,S2: DPLam r 5_left ,S2: DPLam 5 ,left,no official annotation
774,5484314,other,2684.0,DPLl 2 left,DPLl 2,left,no official annotation
775,10710503,LHN,1102.0,CM4 do pos 3 left,CM4 do pos 3,left,no official annotation
776,16906721,PN,2604.0,BAmas12_dor ascending 1 left,BAmas12_dor ascending 1,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
777,3543931,PN,2580.0,BAmas SOG MBE1_l (acbiliblo (left)),BAmas SOG MBE1_l ,left,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN
778,11051740,MB-FFN,2039.0,DALl1 2 left,DALl1 2,left,FFN-13
779,7582489,LHN,729.0,PDL005 - 3rd-order Thermo AP (D CB)1 Left,PDL005 - 3rd-order Thermo AP 1,left,no official annotation
780,15825861,other,626.0,bridge-like left,bridge-like,left,no official annotation
781,5963873,LHN,485.0,AF2: PDLl2_left_sibling 35,AF2: PDLl2_sibling 35,left,no official annotation
782,16637377,other,888.0,plume left; Left Bridge IV ????,plume; Bridge IV ????,left,no official annotation
783,16386470,LHN,2635.0,AL ; CP2/3d obPl 8_sibling; CP23 d 3_left,AL ; CP2/3d obPl 8_sibling; CP23 d 3,left,no official annotation
784,11003707,LN,2818.0,DL-LH_cand6_sibling left; BLVa12 a 7,DL-LH_cand6_sibling; BLVa12 a 7,left,no official annotation
785,16089738,CN,2621.0,S_left,S,left,no official annotation
786,9983417,pre-DN-VNC,1586.0,CPb pointer 2 left,CPb pointer 2,left,no official annotation
787,4379603,LHN,2646.0,DPLl i 2(BLDa b 2 pep) left,DPLl i 2,left,no official annotation
788,9207332,LHN,648.0,like thermo AP left,like thermo AP,left,no official annotation
789,12356747,MB-FFN,1688.0,forking too high?,forking too high?,left,FFN-11
790,15343835,MB-FBN,126.0,CP23 d 13_left,CP23 d 13,left,FB2N-9
791,14981128,other,216.0,ni loopy left,ni loopy,left,no official annotation
792,2439134,LHN,1431.0,BLDa b 6_from Another temp PN (ds5th-2) left,BLDa b 6_from Another temp PN ,left,no official annotation
793,13966828,other,2796.0,Magic wand left (AF11),Magic wand ,left,no official annotation
794,13852833,MB-FBN,1665.0,CP23 d 5_left,CP23 d 5,left,FB2N-4
795,11703922,LHN,2116.0,Bridge III_left,Bridge III,left,LHN-16; CN-52
796,12281339,LHN,2704.0,Another bilateral axon_35a left,Another bilateral axon_35a,left,no official annotation
797,12300089,other,974.0,S3 left; old DS noci_sibling_left,S3; old DS noci_sibling,left,no official annotation
798,14434314,LHN,1368.0,S1: neuron left,S1: neuron,left,no official annotation
799,12138418,LHN,1333.0,CD ; Key_left,CD ; Key,left,CN-15
800,4391317,LHN,2488.0,3rd Thermo AP - Bridge IV_left,3rd Thermo AP - Bridge IV,left,no official annotation
801,13206239,LHN,2167.0,Bridge II_left,Bridge II,left,LHN-3
802,4607160,other,135.0,PDL005-like left,PDL005-like,left,no official annotation
803,17176866,PN,918.0,BAmas lineage Neuron left,BAmas lineage Neuron,left,FFN-12; enteric 2nd_order PN; mechano-II/III 2nd_order PN
804,13854190,pre-DN-SEZ,2706.0,BAmas d 1 neuron left,BAmas d 1 neuron,left,no official annotation
805,14451162,other,699.0,DPLl ipsilateral left,DPLl ipsilateral,left,no official annotation
806,3945232,PN,1988.0,Sleepy Left,Sleepy,left,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN
807,9787933,PN,475.0,BAmas lineage Neuron left 2,BAmas lineage Neuron 2,left,enteric 2nd_order PN
808,3945225,PN,1429.0,DAMv12_med Munin Output left,DAMv12_med Munin Output,left,enteric 2nd_order PN; mechano-II/III 2nd_order PN
809,12479019,PN,471.0,BAmas12 7 d the other side left,BAmas12 7 d the other side,left,FFN-17; enteric 2nd_order PN
810,9006142,CN,1341.0,AK ; DALcm12 v p 7_left,AK ; DALcm12 v p 7,left,no official annotation
811,3945454,PN,2017.0,Sleepy-2 Left,Sleepy-2,left,FFN-4; FFN-5; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN; respiratory 2nd_order PN; mechano-II/III 2nd_order PN
812,3945394,PN,2093.0,Output of Munin left 3,Output of Munin 3,left,enteric 2nd_order PN; mechano-II/III 2nd_order PN
813,3420915,PN,1189.0,SOG into brain contralaterally right - paired with #3622234,SOG into brain contralaterally - paired with #3622234,left,FFN-18; gustatory-pharyngeal 2nd_order PN; enteric 2nd_order PN
814,11011058,CN,2434.0,Not Finished left,Not Finished,left,FFN-2
815,8582134,LHN,962.0,BLDn 1 AF ;  Left Review ,BLDn 1 AF ;  Review ,left,no official annotation
816,3157405,MB-FBN,231.0,AN: DPMlp Lar_left,AN: DPMlp Lar,left,FAN-1
817,16985194,PN-somato,345.0,ASB TODO No Soma; Gap Crossing Attempt; left,ASB TODO No Soma; Gap Crossing Attempt;,left,mechano-Ch 2nd_order PN
818,10427055,LHN,486.0,Ouroboros left,Ouroboros,left,no official annotation
819,17165286,other,553.0,DPLm ant lat 1_left,DPLm ant lat 1,left,no official annotation
820,8974428,LHN,2895.0,R ; DALcm1/2 neuron hemisphere 4_left,R ; DALcm1/2 neuron hemisphere 4,left,no official annotation
821,4379508,LHN,1358.0,Output of Hugin left,Output of Hugin,left,no official annotation
822,2142817,pre-DN-SEZ,1044.0,pre-dorsal-MAP presynaptic-D-2-R left,pre-dorsal-MAP presynaptic-D-2-R,left,no official annotation
823,9524538,PN-somato,748.0,M1 ; Left,M1 ;,left,mechano-II/III 2nd_order PN
824,3814651,LHN,1995.0,Y neuron left,Y neuron,left,no official annotation
825,9503428,other,584.0,CM4 dor pos 10 left,CM4 dor pos 10,left,no official annotation
826,13395814,pre-DN-SEZ,1469.0,DS_noci_sibling-like_left,DS_noci_sibling-like,left,no official annotation
827,3928522,RGN,339.0,PTTH 2 left,PTTH 2,left,no official annotation
828,4595609,ascending,2617.0,pCC a1l,pCC a1,left,mechano-II/III
829,9372642,RGN,2935.0,PTTH 1 left,PTTH 1,left,no official annotation
830,17423412,LHN,2081.0,downstream of A2 mPN iACT R left,downstream of A2 mPN iACT R,left,no official annotation
831,16742642,pre-DN-SEZ,722.0,DPLam hook left,DPLam hook,left,no official annotation
832,9436520,pre-DN-SEZ,1617.0,DPLc PDL_left,DPLc PDL,left,no official annotation
833,9503414,PN-somato,1657.0,midline projection neuron in the brain_PI ,midline projection neuron in the brain_PI ,left,mechano-II/III 2nd_order PN
834,11197975,other,966.0,CPb brush left,CPb brush,left,no official annotation
835,17927604,pre-DN-SEZ,2592.0,DS noci_sibling_left,DS noci_sibling,left,no official annotation
836,3158123,LHN,2423.0,presynaptic-D-2-MAP-L left,presynaptic-D-2-MAP-L,left,no official annotation
837,9237370,other,1492.0,DPLm1 contralateral 2 left,DPLm1 contralateral 2,left,no official annotation
838,3946364,other,2670.0,AF6: Munin Output left,AF6: Munin Output,left,no official annotation
839,15825892,other,2789.0,UNK bridge left,UNK bridge,left,no official annotation
840,6011278,other,277.0,DPLm1 contralateral 1 left,DPLm1 contralateral 1,left,no official annotation
841,3946432,LHN,1133.0,WS: from olfactory to Hugin interneuron left,WS: from olfactory to Hugin interneuron,left,_WS
842,11687072,other,676.0,CPb pointer 1 left,CPb pointer 1,left,no official annotation
843,2439150,LHN,2308.0,inner bridge 2 left,inner bridge 2,left,no official annotation
844,17641913,LHN,2535.0,AF4: TOH left,AF4: TOH,left,no official annotation
845,4785242,LN,875.0,AF3 thermo 3rd left,AF3 thermo 3rd,left,no official annotation
846,14162492,other,285.0,DPLam neuron left,DPLam neuron,left,no official annotation
847,7901791,MBIN,2412.0,MBE4a left,MBE4a,left,DAN-f1
848,7983899,MBIN,1600.0,MBE9a left,MBE9a,left,OAN-e1
849,15571194,LN,937.0,MBE12 left,MBE12,left,APL
850,12475432,MBIN,2127.0,MBE24a left,MBE24a,left,MBIN-e2
851,4414163,MBIN,479.0,MBE1d left,MBE1d,left,DAN-j1
852,3886356,MBIN,2183.0,MBE4h left,MBE4h,left,DAN-d1
853,15592096,MBIN,338.0,MBE4g left,MBE4g,left,DAN-c1
854,17295912,MBIN,2515.0,MBE10b left,MBE10b,left,MBIN-b2
855,4381129,MBIN,2516.0,MBE19 left,MBE19,left,MBIN-l1
856,4381377,MBIN,732.0,MBE4f left,MBE4f,left,DAN-g1
857,15421363,MBON,1654.0,MBE2a left,MBE2a,left,MBON-j1
858,8689674,MBIN,1804.0,MBE10a left,MBE10a,left,MBIN-b1
859,7057894,MBIN,2294.0,MBE1c left,MBE1c,left,DAN-i1
860,12871993,MBIN,1197.0,MBE1b left,MBE1b,left,DAN-k1
861,16554856,other,1999.0,DAMd1 bilateral left,DAMd1 bilateral,left,no official annotation
