UMAP1,UMAP2,id,top_nt,nerve,region,super_class,side,hemilineage,cell_function,cell_function_detailed,body_part_effector,composite_cell_type,cell_class,cell_sub_class,cell_type,label,nerve_side,unordered_cluster,cluster,colours,hover
-5.361749960390212,-2.6481245467542878,720575941485106317,glutamate,NA,ventral_nerve_cord,visceral_circulatory,right,TBD,NA,NA,abdomen,ENXXX286,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,ENXXX286,abdomen,right,11,EFF_04,#F35438,composite_cell_type: ENXXX286 cell_function: NA <br>root_id: 720575941485106317
1.3475746379221656,5.8308507492662205,720575941485233616,unknown,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_tibia_tarsus_joint,middle leg,tarsus_depressor_B_T2,leg_motor_neuron,middle_leg_motor_neuron,tarsus_depressor_B,middle leg,right,2,EFF_12,#695B52,composite_cell_type: tarsus_depressor_B_T2 cell_function: leg_motor <br>root_id: 720575941485233616
-2.014155103174331,-3.429556221711563,720575941485371458,unknown,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad06_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad06,abdomen,right,4,EFF_01,#79B2E0,composite_cell_type: MNad06_A1 cell_function: NA <br>root_id: 720575941485371458
7.330801175626633,3.3213438084245452,720575941486064962,gaba,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,unknown_leg_movement,front leg,femur_reductor_T1,leg_motor_neuron,front_leg_motor_neuron,femur_reductor,front leg,left,7,EFF_11,#55B151,composite_cell_type: femur_reductor_T1 cell_function: leg_motor <br>root_id: 720575941486064962
2.4665106997812964,-0.388864130723404,720575941486464066,glutamate,left_first_abdominal_nerve,ventral_nerve_cord,motor,left,16B,haltere_steering,unknown_haltere,haltere steering,MNhm03,haltere_motor_neuron,haltere_steering_neuron,MNhm03,haltere steering,left,3,EFF_08,#9FB555,composite_cell_type: MNhm03 cell_function: haltere_steering <br>root_id: 720575941486464066
6.9485971198405005,-0.6749063441633454,720575941486524678,acetylcholine,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_B,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_B,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: accessory_tibia_flexor_B cell_function: leg_motor <br>root_id: 720575941486524678
1.433111594709275,5.099351792585923,720575941486583046,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,pull_long_tendon,hind leg,long_tendon_muscle_B,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_B,hind leg,right,2,EFF_12,#695B52,composite_cell_type: long_tendon_muscle_B cell_function: leg_motor <br>root_id: 720575941486583046
2.2435001597727515,-2.3519419143079987,720575941487139138,unknown,right_posterior_dorsal_mesothoracic_nerve,ventral_nerve_cord,motor,right,NA,wing_power,NA,wing power,DVM3a-b_T1,wing_motor_neuron,wing_power_motor_neuron,DVM3a-b,wing power,right,3,EFF_08,#9FB555,composite_cell_type: DVM3a-b_T1 cell_function: wing_power <br>root_id: 720575941487139138
6.907430814298508,-0.8813658664106598,720575941487732432,gaba,NA,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_B,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_B,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: accessory_tibia_flexor_B cell_function: leg_motor <br>root_id: 720575941487732432
6.992199109586594,-0.8869880149244538,720575941487752144,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,hind leg,tibia_flexor,leg_motor_neuron,hind_leg_motor_neuron,tibia_flexor,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: tibia_flexor cell_function: leg_motor <br>root_id: 720575941487752144
0.7896634803141334,4.401184945356919,720575941487818293,acetylcholine,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad02_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad02,abdomen,right,2,EFF_12,#695B52,composite_cell_type: MNad02_A1 cell_function: NA <br>root_id: 720575941487818293
-1.9059844150220178,-2.588232846009659,720575941487929909,glutamate,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad02_A2,abdomen_motor_neuron,abdomen_motor_neuron,MNad02,abdomen,right,4,EFF_01,#79B2E0,composite_cell_type: MNad02_A2 cell_function: NA <br>root_id: 720575941487929909
2.994324849637864,4.493259339582993,720575941488203209,gaba,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,pull_long_tendon,front leg,long_tendon_muscle_B_T1,leg_motor_neuron,front_leg_motor_neuron,long_tendon_muscle_B,front leg,right,6,EFF_13,#CF603E,composite_cell_type: long_tendon_muscle_B_T1 cell_function: leg_motor <br>root_id: 720575941488203209
7.772127316984055,2.8326955130220184,720575941488205769,gaba,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,front leg,tibia_flexor_T1,leg_motor_neuron,front_leg_motor_neuron,tibia_flexor,front leg,left,7,EFF_11,#55B151,composite_cell_type: tibia_flexor_T1 cell_function: leg_motor <br>root_id: 720575941488205769
-3.9901078476582788,-4.366711468446182,720575941488244169,unknown,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941488244169
-1.9242460264836572,-2.9300764510511628,720575941488266441,glutamate,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad01_A2,abdomen_motor_neuron,abdomen_motor_neuron,MNad01,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad01_A2 cell_function: NA <br>root_id: 720575941488266441
3.5023061499918677,3.573243408453537,720575941488287797,gaba,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_femur_tibia_joint,front leg,tibia_extensor_FETi_T1,leg_motor_neuron,front_leg_motor_neuron,tibia_extensor_FETi,front leg,right,6,EFF_13,#CF603E,composite_cell_type: tibia_extensor_FETi_T1 cell_function: leg_motor <br>root_id: 720575941488287797
0.5763218865717628,5.25395980383165,720575941488644300,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_coxa_trochanter_joint,hind leg,sternotrochanter_extensor_dorsomedial_ribbon_T3,leg_motor_neuron,hind_leg_motor_neuron,sternotrochanter_extensor_dorsomedial_ribbon,hind leg,right,2,EFF_12,#695B52,composite_cell_type: sternotrochanter_extensor_dorsomedial_ribbon_T3 cell_function: leg_motor <br>root_id: 720575941488644300
-4.100246025529983,-4.345614762055801,720575941488656332,unknown,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941488656332
0.48303227284800787,5.7889641811967625,720575941488734665,gaba,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,move_coxa_posterior,middle leg,sternal_posterior_rotator_MesoLN_dorsal_5_T2,leg_motor_neuron,middle_leg_motor_neuron,sternal_posterior_rotator_MesoLN_dorsal_5,middle leg,right,2,EFF_12,#695B52,composite_cell_type: sternal_posterior_rotator_MesoLN_dorsal_5_T2 cell_function: leg_motor <br>root_id: 720575941488734665
2.0556053386057593,-1.7033425280927887,720575941488989129,glutamate,left_first_abdominal_nerve,ventral_nerve_cord,motor,left,08A,haltere_steering,NA,haltere steering,hi1 MN,haltere_motor_neuron,haltere_steering_neuron,hi1 MN,haltere steering,left,3,EFF_08,#9FB555,composite_cell_type: hi1 MN cell_function: haltere_steering <br>root_id: 720575941488989129
7.583124326261399,2.656784861338211,720575941489123047,unknown,left_prothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,pull_long_tendon,front leg,long_tendon_muscle_B_T1,leg_motor_neuron,front_leg_motor_neuron,long_tendon_muscle_B,front leg,left,7,EFF_11,#55B151,composite_cell_type: long_tendon_muscle_B_T1 cell_function: leg_motor <br>root_id: 720575941489123047
2.655361579450486,0.6935531189561615,720575941489125351,gaba,left_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,left,NA,neck_motor,neck_roll,neck roll,DProN_d,neck_motor_neuron,neck_roll_motor_neuron,DProN_d,neck roll,left,8,EFF_14,#E92F2F,composite_cell_type: DProN_d cell_function: neck_motor <br>root_id: 720575941489125351
-2.330623461214187,-2.880131096589493,720575941489144039,glutamate,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad01_A3,abdomen_motor_neuron,abdomen_motor_neuron,MNad01,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad01_A3 cell_function: NA <br>root_id: 720575941489144039
2.9224035010660865,0.7595727732301483,720575941489332169,octopamine,right_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,right,NA,neck_motor,neck_roll,neck roll,DProN_d,neck_motor_neuron,neck_roll_motor_neuron,DProN_d,neck roll,right,8,EFF_14,#E92F2F,composite_cell_type: DProN_d cell_function: neck_motor <br>root_id: 720575941489332169
-1.8543306126271508,-3.450941891419815,720575941489671625,unknown,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad06_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad06,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad06_A1 cell_function: NA <br>root_id: 720575941489671625
1.7501925692881324,-1.8934012362837067,720575941489673420,gaba,left_mesothoracic_accessory_nerve,ventral_nerve_cord,motor,left,NA,wing_steering,phasic_wing_steering,wing steering,iii1,wing_motor_neuron,wing_steering_motor_neuron,iii1,wing steering,left,3,EFF_08,#9FB555,composite_cell_type: iii1 cell_function: wing_steering <br>root_id: 720575941489673420
1.1394404635752418,4.8209442188859715,720575941489684937,unknown,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,pull_long_tendon,hind leg,long_tendon_muscle_A_T3,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_A,hind leg,right,2,EFF_12,#695B52,composite_cell_type: long_tendon_muscle_A_T3 cell_function: leg_motor <br>root_id: 720575941489684937
-1.713945700136306,-2.839122624146866,720575941490091470,histamine,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad56,abdomen_motor_neuron,abdomen_motor_neuron,MNad56,abdomen,right,4,EFF_01,#79B2E0,composite_cell_type: MNad56 cell_function: NA <br>root_id: 720575941490091470
-4.1805840267812036,-4.410858483064102,720575941490096334,octopamine,NA,ventral_nerve_cord,visceral_circulatory,right,00B,NA,NA,abdomen,EN00B003,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,EN00B003,abdomen,right,10,EFF_02,#FAC240,composite_cell_type: EN00B003 cell_function: NA <br>root_id: 720575941490096334
-8.0805457367574,-2.754425377595352,720575941490203081,acetylcholine,NA,central_brain,visceral_circulatory,left,putative_primary,"diuresis,gut_motility,hormone_regulation",Dh31,corpus allatum,l_NSC_DH31,pars_lateralis_neurosecretory_cell,corpus_allatum_neurosecretory_cell,l_NSC_DH31,corpus allatum,left,9,EFF_06,#EF9334,"composite_cell_type: l_NSC_DH31 cell_function: diuresis,gut_motility,hormone_regulation <br>root_id: 720575941490203081"
-4.607316090074661,-3.8947509238600007,720575941490687689,gaba,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad08_A5,abdomen_motor_neuron,abdomen_motor_neuron,MNad08,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: MNad08_A5 cell_function: NA <br>root_id: 720575941490687689
-5.9980262055074,-2.798370213258194,720575941491126478,unknown,NA,ventral_nerve_cord,visceral_circulatory,left,NA,NA,NA,abdomen,NA,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,NA,abdomen,left,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941491126478
-8.0831940903340609,-2.6295507857679596,720575941491151310,acetylcholine,NA,central_brain,visceral_circulatory,right,putative_primary,"diuresis,gut_motility,hormone_regulation",Dh31,corpus allatum,l_NSC_DH31,pars_lateralis_neurosecretory_cell,corpus_allatum_neurosecretory_cell,l_NSC_DH31,corpus allatum,right,9,EFF_06,#EF9334,"composite_cell_type: l_NSC_DH31 cell_function: diuresis,gut_motility,hormone_regulation <br>root_id: 720575941491151310"
6.6612412200297095,-0.6175361583112946,720575941491272393,glutamate,NA,ventral_nerve_cord,motor,left,NA,leg_motor,flex_coxa_trochanter_joint,hind leg,trochanter_flexor_ventrolateral_ribbon,leg_motor_neuron,hind_leg_motor_neuron,trochanter_flexor_ventrolateral_ribbon,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: trochanter_flexor_ventrolateral_ribbon cell_function: leg_motor <br>root_id: 720575941491272393
0.5906289086664893,5.930038600218369,720575941491293415,gaba,right_mesothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,move_coxa_posterior,middle leg,sternal_posterior_rotator_MesoLN_dorsal_5_T2,leg_motor_neuron,middle_leg_motor_neuron,sternal_posterior_rotator_MesoLN_dorsal_5,middle leg,right,2,EFF_12,#695B52,composite_cell_type: sternal_posterior_rotator_MesoLN_dorsal_5_T2 cell_function: leg_motor <br>root_id: 720575941491293415
7.366107152494309,0.23152664209611507,720575941491494606,unknown,NA,ventral_nerve_cord,motor,left,NA,leg_motor,pull_long_tendon,middle leg,long_tendon_muscle_A_dipalpha,leg_motor_neuron,middle_leg_motor_neuron,long_tendon_muscle_A_dipalpha,middle leg,left,1,EFF_10,#7E378C,composite_cell_type: long_tendon_muscle_A_dipalpha cell_function: leg_motor <br>root_id: 720575941491494606
-7.410893751588943,-2.61040958856337,720575941491728078,octopamine,NA,central_brain,visceral_circulatory,left,primary,"anti_diuresis,stress_tolerance","Capa,Ms",retrocerebral complex,SEZ_NSC_CAPA,subesophageal_zone_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,SEZ_NSC_CAPA,retrocerebral complex,left,9,EFF_06,#EF9334,"composite_cell_type: SEZ_NSC_CAPA cell_function: anti_diuresis,stress_tolerance <br>root_id: 720575941491728078"
2.7374574408854224,1.1378309419275054,720575941492017790,gaba,left_cervical_nerve,central_brain,motor,left,NA,neck_motor,neck_yaw,neck yaw,CvN1-3,neck_motor_neuron,neck_yaw_motor_neuron,CvN1-3,neck yaw,left,8,EFF_14,#E92F2F,composite_cell_type: CvN1-3 cell_function: neck_motor <br>root_id: 720575941492017790
6.369697736295579,-0.011865229356216478,720575941492266110,glutamate,left_dorsal_metathoracic_nerve,ventral_nerve_cord,motor,left,TBD,haltere_motor,NA,haltere,MNxm02,haltere_motor_neuron,haltere_motor_neuron,MNxm02,haltere,left,1,EFF_10,#7E378C,composite_cell_type: MNxm02 cell_function: haltere_motor <br>root_id: 720575941492266110
2.753447698148606,0.6900281002641449,720575941492452222,acetylcholine,left_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,left,NA,neck_motor,neck_roll,neck roll,DProN_d,neck_motor_neuron,neck_roll_motor_neuron,DProN_d,neck roll,left,8,EFF_14,#E92F2F,composite_cell_type: DProN_d cell_function: neck_motor <br>root_id: 720575941492452222
-2.175239397493484,-2.4555514762281647,720575941492529278,glutamate,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad24_A1,abdomen_motor_neuron,abdomen_motor_neuron,MNad24,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad24_A1 cell_function: NA <br>root_id: 720575941492529278
6.590749429258225,-0.8892379710554352,720575941493231536,acetylcholine,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,extend_femur_tibia_joint,hind leg,tibia_extensor_SETi_T3,leg_motor_neuron,hind_leg_motor_neuron,tibia_extensor_SETi,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: tibia_extensor_SETi_T3 cell_function: leg_motor <br>root_id: 720575941493231536
2.6506497130717017,0.706263690245224,720575941493508551,gaba,left_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,left,NA,neck_motor,neck_roll,neck roll,DProN_d,neck_motor_neuron,neck_roll_motor_neuron,DProN_d,neck roll,left,8,EFF_14,#E92F2F,composite_cell_type: DProN_d cell_function: neck_motor <br>root_id: 720575941493508551
-6.519292189088943,-3.15696606134169,720575941493956734,gaba,NA,ventral_nerve_cord,visceral_circulatory,right,TBD,"diuresis,stress_tolerance,pain_threshold","Dh44,Lk",abdomen,MNad13_A5,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,MNad13,abdomen,right,5,EFF_03,#9C9286,"composite_cell_type: MNad13_A5 cell_function: diuresis,stress_tolerance,pain_threshold <br>root_id: 720575941493956734"
-6.257872892824294,-4.158748001801895,720575941494055038,unknown,NA,ventral_nerve_cord,motor,right,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941494055038
3.6514736876810767,4.23605790640123,720575941494146176,unknown,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,front leg,accessory_tibia_flexor_B_T1,leg_motor_neuron,front_leg_motor_neuron,accessory_tibia_flexor_B,front leg,right,6,EFF_13,#CF603E,composite_cell_type: accessory_tibia_flexor_B_T1 cell_function: leg_motor <br>root_id: 720575941494146176
7.244383023771165,3.2633332302690277,720575941494164864,acetylcholine,left_prothoracic_accessory_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,move_coxa_posterior_lateral,front leg,pleural_remotor_and_abductor,leg_motor_neuron,front_leg_motor_neuron,pleural_remotor_and_abductor,front leg,left,7,EFF_11,#55B151,composite_cell_type: pleural_remotor_and_abductor cell_function: leg_motor <br>root_id: 720575941494164864
-7.483694387880447,2.054250239384247,720575941494208128,acetylcholine,right_maxillary-labial_nerve,central_brain,motor,right,putative_primary,proboscis_motor,NA,proboscis,CB0845,proboscis_motor_neuron,proboscis_motor_neuron,CB0845,proboscis,right,12,EFF_05,#3D9D98,composite_cell_type: CB0845 cell_function: proboscis_motor <br>root_id: 720575941494208128
6.3193809256876685,-0.30211576913587956,720575941494740094,octopamine,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,move_coxa_anterior,hind leg,sternal_anterior_rotator_ventrolateral_ribbon,leg_motor_neuron,hind_leg_motor_neuron,sternal_anterior_rotator_ventrolateral_ribbon,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: sternal_anterior_rotator_ventrolateral_ribbon cell_function: leg_motor <br>root_id: 720575941494740094
6.3083264098490455,0.1654385616899261,720575941494963582,acetylcholine,left_mesothoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,unknown_leg_movement,middle leg,femur_reductor,leg_motor_neuron,middle_leg_motor_neuron,femur_reductor,middle leg,left,1,EFF_10,#7E378C,composite_cell_type: femur_reductor cell_function: leg_motor <br>root_id: 720575941494963582
-7.040594412294509,-2.725506157624649,720575941495069054,peptide,NA,central_brain,visceral_circulatory,left,putative_primary,"cardiostimulation,energy_metabolism,stress_tolerance,hormone_regulation","Crz,sNPF",retrocerebral complex,l_NSC_CRZ,pars_lateralis_neurosecretory_cell,retrocerebral_complex_neurosecretory_cell,l_NSC_CRZ,retrocerebral complex,left,9,EFF_06,#EF9334,"composite_cell_type: l_NSC_CRZ cell_function: cardiostimulation,energy_metabolism,stress_tolerance,hormone_regulation <br>root_id: 720575941495069054"
-4.093743158784988,-4.3026612708448635,720575941495589499,octopamine,NA,ventral_nerve_cord,motor,left,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,left,10,EFF_02,#FAC240,composite_cell_type: NA cell_function: NA <br>root_id: 720575941495589499
-7.2147448792134545,-2.803398937928604,720575941495636608,glutamate,NA,ventral_nerve_cord,visceral_circulatory,left,TBD,"diuresis,stress_tolerance,pain_threshold","Dh44,Lk",abdomen,MNad21_A2,ventral_nerve_cord_neurosecretory_cell,abdomen_neurosecretory_cell,MNad21,abdomen,left,9,EFF_06,#EF9334,"composite_cell_type: MNad21_A2 cell_function: diuresis,stress_tolerance,pain_threshold <br>root_id: 720575941495636608"
-6.3062694801961205,-1.746508927094864,720575941495645819,gaba,left_dorsal_metathoracic_nerve,ventral_nerve_cord,motor,left,TBD,NA,NA,thoracic abdominal segmental,ENXXX226_A1,thoracic_abdominal_segmental_motor_neuron,thoracic_abdominal_segmental_motor_neuron,ENXXX226,thoracic abdominal segmental,left,11,EFF_04,#F35438,composite_cell_type: ENXXX226_A1 cell_function: NA <br>root_id: 720575941495645819
1.5184408889139869,-1.9612015197157135,720575941495677383,octopamine,NA,ventral_nerve_cord,visceral_circulatory,left,NA,NA,NA,wing,NA,ventral_nerve_cord_neurosecretory_cell,wing_neurosecretory_cell,NA,wing,left,3,EFF_08,#9FB555,composite_cell_type: NA cell_function: NA <br>root_id: 720575941495677383
2.7466975913370826,0.7985648205400238,720575941495864905,gaba,right_cervical_nerve,central_brain,motor,left,putative_primary,neck_motor,neck_pitch,neck pitch,CvN7,neck_motor_neuron,neck_pitch_motor_neuron,CvN7,neck pitch,right,8,EFF_14,#E92F2F,composite_cell_type: CvN7 cell_function: neck_motor <br>root_id: 720575941495864905
-6.1691234841023705,-4.3439210364698635,720575941495969479,octopamine,NA,ventral_nerve_cord,motor,right,TBD,NA,NA,abdomen,MNad57,abdomen_motor_neuron,abdomen_motor_neuron,MNad57,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: MNad57 cell_function: NA <br>root_id: 720575941495969479
3.1998740897501685,4.259032874357773,720575941496126793,unknown,right_prothoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,extend_tibia_tarsus_joint,front leg,tarsus_depressor_B,leg_motor_neuron,front_leg_motor_neuron,tarsus_depressor_B,front leg,right,6,EFF_13,#CF603E,composite_cell_type: tarsus_depressor_B cell_function: leg_motor <br>root_id: 720575941496126793
0.913284705671189,4.7613717606187596,720575941496149473,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,flex_femur_tibia_joint,hind leg,accessory_tibia_flexor_B,leg_motor_neuron,hind_leg_motor_neuron,accessory_tibia_flexor_B,hind leg,right,2,EFF_12,#695B52,composite_cell_type: accessory_tibia_flexor_B cell_function: leg_motor <br>root_id: 720575941496149473
7.333909200223801,-0.46414432023756413,720575941496173947,gaba,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,pull_long_tendon,hind leg,long_tendon_muscle_ltm_B,leg_motor_neuron,hind_leg_motor_neuron,long_tendon_muscle_ltm_B,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: long_tendon_muscle_ltm_B cell_function: leg_motor <br>root_id: 720575941496173947
-2.090267850366714,-3.120666355836319,720575941496963657,glutamate,NA,ventral_nerve_cord,motor,left,06A,NA,NA,abdomen,MNad19,abdomen_motor_neuron,abdomen_motor_neuron,MNad19,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad19 cell_function: NA <br>root_id: 720575941496963657
6.816690133603928,-0.749032587754654,720575941497037218,unknown,NA,ventral_nerve_cord,motor,left,NA,leg_motor,flex_coxa_trochanter joint,hind leg,accessory_trochanter_flexor,leg_motor_neuron,hind_leg_motor_neuron,accessory_trochanter_flexor,hind leg,left,1,EFF_10,#7E378C,composite_cell_type: accessory_trochanter_flexor cell_function: leg_motor <br>root_id: 720575941497037218
6.743573831113694,0.3565187742830047,720575941497863497,gaba,NA,ventral_nerve_cord,motor,left,NA,leg_motor,extend_femur_tibia_joint,middle leg,tibia_extensor_SETi_T2,leg_motor_neuron,middle_leg_motor_neuron,tibia_extensor_SETi,middle leg,left,1,EFF_10,#7E378C,composite_cell_type: tibia_extensor_SETi_T2 cell_function: leg_motor <br>root_id: 720575941497863497
6.814155744108079,0.32360401655442805,720575941497881417,gaba,NA,ventral_nerve_cord,motor,left,NA,leg_motor,flex_femur_tibia_joint,middle leg,tibia_flexor_T2,leg_motor_neuron,middle_leg_motor_neuron,tibia_flexor,middle leg,left,1,EFF_10,#7E378C,composite_cell_type: tibia_flexor_T2 cell_function: leg_motor <br>root_id: 720575941497881417
1.7046567664469459,-1.63446006273024,720575941498727035,glutamate,left_metathoracic_leg_nerve,ventral_nerve_cord,motor,left,06A,haltere_motor,unknown_leg_movement,haltere,MNhl87,haltere_motor_neuron,haltere_power_neuron,MNhl87,haltere,left,3,EFF_08,#9FB555,composite_cell_type: MNhl87 cell_function: haltere_motor <br>root_id: 720575941498727035
0.3344159589136817,5.098051696074082,720575941498748489,acetylcholine,right_metathoracic_leg_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,move_coxa_posterior,hind leg,sternal_posterior_rotator_dorsomedial_ribbon,leg_motor_neuron,hind_leg_motor_neuron,sternal_posterior_rotator_dorsomedial_ribbon,hind leg,right,2,EFF_12,#695B52,composite_cell_type: sternal_posterior_rotator_dorsomedial_ribbon cell_function: leg_motor <br>root_id: 720575941498748489
2.4662248359049537,-0.5235346267103425,720575941498915401,glutamate,left_first_abdominal_nerve,ventral_nerve_cord,motor,left,16B,haltere_steering,unknown_haltere,haltere steering,MNhm43,haltere_motor_neuron,haltere_steering_neuron,MNhm43,haltere steering,left,3,EFF_08,#9FB555,composite_cell_type: MNhm43 cell_function: haltere_steering <br>root_id: 720575941498915401
-6.611146284547927,-3.381378502595352,720575941498946529,unknown,NA,ventral_nerve_cord,motor,right,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941498946529
7.619785474332688,3.2112626125932464,720575941498960546,acetylcholine,left_dorsal_prothoracic_nerve,ventral_nerve_cord,motor,left,NA,leg_motor,move_coxa_anterior,front leg,tergopleural_promotor_pleural_promotor,leg_motor_neuron,front_leg_motor_neuron,tergopleural_promotor_pleural_promotor,front leg,left,7,EFF_11,#55B151,composite_cell_type: tergopleural_promotor_pleural_promotor cell_function: leg_motor <br>root_id: 720575941498960546
-5.773402525392654,-3.636262745606827,720575941499333003,unknown,NA,ventral_nerve_cord,motor,right,NA,NA,NA,abdomen,NA,abdomen_motor_neuron,abdomen_motor_neuron,NA,abdomen,right,5,EFF_03,#9C9286,composite_cell_type: NA cell_function: NA <br>root_id: 720575941499333003
-1.9466421141301415,-3.299252838838028,720575941499505803,gaba,NA,ventral_nerve_cord,motor,left,TBD,NA,NA,abdomen,MNad58,abdomen_motor_neuron,abdomen_motor_neuron,MNad58,abdomen,left,4,EFF_01,#79B2E0,composite_cell_type: MNad58 cell_function: NA <br>root_id: 720575941499505803
2.3058971629465796,-2.420027107942032,720575941499558369,gaba,right_posterior_dorsal_mesothoracic_nerve,ventral_nerve_cord,motor,right,NA,wing_power,NA,wing power,DVM3a-b,wing_motor_neuron,wing_power_motor_neuron,DVM3a-b,wing power,right,3,EFF_08,#9FB555,composite_cell_type: DVM3a-b cell_function: wing_power <br>root_id: 720575941499558369
3.5069648490275123,3.5429488709092865,720575941499964555,octopamine,right_prothoracic_accessory_nerve,ventral_nerve_cord,motor,right,NA,leg_motor,move_coxa_medial,front leg,sternal_adductor_ProAN,leg_motor_neuron,front_leg_motor_neuron,sternal_adductor_ProAN,front leg,right,6,EFF_13,#CF603E,composite_cell_type: sternal_adductor_ProAN cell_function: leg_motor <br>root_id: 720575941499964555
