id,supervoxel_id,composite_cell_type,super_class,cell_type,side,UMAP1,UMAP2,cluster,colours
720575941569594738,76071705570881635,DNp44,descending,DNp44,right,26.693472881122236,-14.184308421555418,DN_18,#E92F2F
720575941573083656,76071705504345025,AN08B026,ascending,AN08B026,left,6.028395194812422,-10.243756663742918,AN_12,#9FB555
720575941611341898,76212442992323902,AN17A024,ascending,AN17A024,left,25.946637172504072,-8.748567950669187,AN_20,#409D3D
720575941667252211,76142074180717615,ANXXX151,ascending,ANXXX151,left,29.551810283465986,-6.49368704551782,AN_20,#409D3D
720575941537492712,76212442992361379,AN17A015,ascending,AN17A015,left,25.22989370326579,-0.9875974177750529,AN_19,#79B2E0
720575941438459692,76142074248106425,AN17A024,ascending,AN17A024,right,25.946637172504072,-8.748567950669187,AN_20,#409D3D
720575941583368543,76212442992657224,AN14A003,ascending,AN14A003,right,-0.7329787572187135,3.7482792020407736,AN_27,#FBCD5A
720575941479267970,76071705570971165,AN04B003,ascending,AN04B003,right,-4.856848697857256,-1.7090605616005838,AN_26,#2C8EC0
720575941626256266,76142074248308395,DNge131,descending,DNge131,right,25.12241651515544,-3.350061786118406,DN_20,#409D3D
720575941494975102,76071705436654113,AN17B008,ascending,AN17B008,right,21.966835994525557,18.629436123427492,AN_22,#FA4141
720575941530052024,76212442991967347,ANXXX151,ascending,ANXXX151,left,29.551810283465986,-6.49368704551782,AN_20,#409D3D
720575941632059372,76423549291615184,DNge006,descending,DNge006,left,-13.412930469707842,1.6510153890219748,DN_01,#55B151
720575941460102340,76071705503697165,AN08B018,ascending,AN08B018,left,22.297511119647627,28.3407169461814,AN_23,#8D6F58
720575941592983665,76142074248092318,ANXXX098,ascending,ANXXX098,left,25.59294988612712,26.849010098036867,AN_23,#8D6F58
720575941541271325,75930968083079630,DNg78,descending,DNg78,right,-12.26183698673665,-5.2071088671120584,DN_01,#55B151
720575941408639535,76353180480568635,DNge148,descending,DNge148,right,1.6239988992649366,0.3392706990805684,DN_26,#2C8EC0
720575941574706953,75930968082519016,AN_multi_128,ascending,AN_multi_128,left,11.75407983760417,-15.586153399887937,AN_16,#C4B39C
720575941564715264,76212442924877016,ANXXX139,ascending,ANXXX139,right,18.488144893451338,-25.470566165390867,AN_14,#3D9D98
720575941596424581,76142074315177978,oviDNb,descending,oviDNb,right,14.726353664203291,-17.47657049888696,DN_16,#C4B39C
720575941515152195,76282811736550079,DNpe006,descending,DNpe006,left,8.015414256854658,-6.709829223099607,DN_15,#61BAE7
720575941451958343,76142074248030468,AN09B009,ascending,AN09B009,left,18.807232875629072,-9.59793509239282,AN_20,#409D3D
720575941507205143,76142074248199909,DNpe030,descending,DNpe030,right,24.718768138690596,-9.343124759140867,DN_20,#409D3D
720575941626118252,76212442992602930,AN08B014,ascending,AN08B014,right,8.7292490194279,-7.3825968622597635,AN_15,#61BAE7
720575941568408622,76778279499452675,AN08B026,ascending,AN08B026,left,6.028395194812422,-10.243756663742918,AN_12,#9FB555
720575941625794186,76212443059614143,DNae008,descending,DNae008,left,-1.656387429432268,-11.289447200241941,DN_13,#CF603E
720575941490705865,76071705504169494,AN14A003,ascending,AN14A003,left,-0.7329787572187135,3.7482792020407736,AN_27,#FBCD5A
720575941568894202,76142074315075599,DNp104,descending,DNp104,left,-21.654068927959795,-3.0142263292702616,DN_03,#B56FCC
720575941571901000,76282811870554592,AN_multi_2,ascending,AN_multi_2,left,12.254272479816084,11.564402210768801,AN_25,#FAC240
720575941492685232,76212442924876991,AN05B024,ascending,AN05B024,right,26.78746892909587,-10.691105258408445,AN_18,#E92F2F
720575941633863355,76142074248347953,AN08B018,ascending,AN08B018,left,22.297511119647627,28.3407169461814,AN_23,#8D6F58
720575941592925992,75930968015597597,DNg69,descending,DNg69,right,1.1724132488209058,-2.3694771646889627,DN_26,#2C8EC0
720575941484965698,76353180480613130,AN19B036,ascending,AN19B036,left,26.651770610614424,27.504235851821047,AN_23,#8D6F58
720575941618363007,76142074248004765,ANXXX178,ascending,ANXXX178,left,26.10610677699626,1.49115763908301,AN_19,#79B2E0
720575941566364982,76071705436557839,DNge122,descending,DNge122,left,19.98848630885661,-6.705588710251707,DN_20,#409D3D
720575941536695066,76212442992701780,AN03B011,ascending,AN03B011,left,-1.1469546367686938,7.342029202040774,AN_27,#FBCD5A
720575941631270626,76142074248066911,ANXXX098,ascending,ANXXX098,left,25.59294988612712,26.849010098036867,AN_23,#8D6F58
720575941613540572,76353180480653684,AN19B036,ascending,AN19B036,left,26.651770610614424,27.504235851821047,AN_23,#8D6F58
720575941632652987,75930968015257710,DNge060,descending,DNge060,right,-6.6699790765804,-12.3736442446145,DN_13,#CF603E
720575941556338916,75930968082513423,AN19B024,ascending,AN19B024,left,-22.79934213657796,7.728899586257082,AN_06,#695B52
720575941448093972,76071705504437221,AN12A003,ascending,AN12A003,right,-2.4490991642039965,-12.791219127121824,AN_12,#9FB555
720575941485430992,76001336759713703,DNg37,descending,DNg37,right,-6.47159097690999,-11.636822116318601,DN_13,#CF603E
720575941482970310,76142074315111638,NA,descending,NA,right,-30.153485279278154,12.674025166091067,AN_04,#F35438
720575941668336883,76707085920219719,AN08B023,ascending,AN08B023,left,6.656559963031416,-10.396457087937254,AN_12,#9FB555
720575941626032074,76001336759943876,DNg95,descending,DNg95,right,-22.180571537212725,-4.207051646653074,DN_03,#B56FCC
720575941576265910,76425611278925445,AN27X017,ascending,AN27X017,left,17.083298702045088,-27.220077884140867,AN_14,#3D9D98
720575941671438247,76142074315158384,DNpe036,descending,DNpe036,left,16.053832073016768,-26.794989001694578,DN_14,#3D9D98
720575941480782755,76142074180696006,AN05B023,ascending,AN05B023,right,30.429387111468916,-3.707767379227537,AN_19,#79B2E0
720575941550649599,76282811736728066,AN06B037,ascending,AN06B037,right,-36.26031015415608,13.86997376686011,AN_05,#9C9286
720575941501806786,76001336827241948,NA,ascending,NA,left,-30.153485279278154,12.674025166091067,AN_04,#F35438
720575941611278825,76071705503942202,AN08B018,ascending,AN08B018,left,22.297511119647627,28.3407169461814,AN_23,#8D6F58
720575941504621506,76071705571003714,ANXXX099,ascending,ANXXX099,right,14.364524860187178,-18.941267383042234,AN_16,#C4B39C
720575941584451167,76142074247791842,AN_GNG_152,ascending,AN_GNG_152,left,21.941157359882002,-8.640322101059812,AN_20,#409D3D
720575941434752398,76142074248175139,DNp44,descending,DNp44,left,26.693472881122236,-14.184308421555418,DN_18,#E92F2F
720575941547432116,76142074247948470,ANXXX170,ascending,ANXXX170,right,27.72783185939372,-12.447286021653074,AN_18,#E92F2F
720575941535148778,76353180547810682,AN19B028,ascending,AN19B028,right,-1.84056447048604,5.932821857985598,AN_27,#FBCD5A
720575941555742035,76142074248655568,DNpe037,descending,DNpe037,left,4.228173751636152,4.39893351798926,DN_26,#2C8EC0
720575941629944870,76212442992482550,AN08B018,ascending,AN08B018,right,22.297511119647627,28.3407169461814,AN_23,#8D6F58
720575941599063232,76142074315259122,AN18B022,ascending,AN18B022,right,-2.7340340425533007,-11.786476504746336,AN_12,#9FB555
720575941655665108,76282811736394399,AN01B005,ascending,AN01B005,left,9.587941188617354,-8.95246447319116,AN_15,#61BAE7
720575941489274057,76353180480458830,DNge046,descending,DNge046,right,2.540648956103926,-2.0834159969719828,DN_26,#2C8EC0
720575941537638627,76071705571043168,DNa14,descending,DNa14,right,5.3447723577457715,-2.7650829672249735,DN_26,#2C8EC0
720575941659000400,76353180480463046,AN01B004,ascending,AN01B004,left,25.83676435451091,-13.770596873703855,AN_18,#E92F2F
720575941561430829,76142074315133359,oviDNa_b,descending,oviDNa_b,right,18.37586309413493,-16.814756762925047,DN_16,#C4B39C
720575941491807463,76001336759896387,DNp56,descending,DNp56,right,-0.5791522038441846,-10.755586993637937,DN_12,#9FB555
720575941557591972,76142074248010521,ANXXX046,ascending,ANXXX046,right,29.365952510638838,-5.822213542405027,AN_20,#409D3D
720575941576343222,76071705436550430,AN09B011,ascending,AN09B011,left,6.06867887477458,-11.917963397446531,AN_12,#9FB555
720575941431357359,75930968015354870,AN19B014,ascending,AN19B014,left,-6.794836979107256,-4.533884894791502,AN_26,#2C8EC0
720575941655504084,76353180547666709,AN19B014,ascending,AN19B014,right,-6.794836979107256,-4.533884894791502,AN_26,#2C8EC0
720575941567089908,75930968083036643,AN03A002,ascending,AN03A002,right,-12.617019634441728,-2.8606358885201395,AN_01,#55B151
720575941546765601,76001336759743387,ANXXX072,ascending,ANXXX072,left,-5.465217571453447,-13.986351382676023,AN_13,#CF603E
720575941731044139,76282811736429345,AN12B019,ascending,AN12B019,right,5.2297091672855665,-11.577935588303465,AN_12,#9FB555
720575941459103391,76071705504245309,DNg79,descending,DNg79,left,-20.2617177774471,-1.4257021068962992,DN_02,#F96A3C
720575941604301558,76142074315364149,AN27X017,ascending,AN27X017,left,17.083298702045088,-27.220077884140867,AN_14,#3D9D98
720575941438468626,76071705504524638,AN08B023,ascending,AN08B023,left,6.656559963031416,-10.396457087937254,AN_12,#9FB555
720575941540269693,76142074315150088,oviDNb,descending,oviDNb,left,14.726353664203291,-17.47657049888696,DN_16,#C4B39C
720575941529738955,76146129301460247,AN06B005,ascending,AN06B005,left,-8.094204406933184,-3.7574283003243387,AN_01,#55B151
720575941465729878,76212443059279537,AN06B026,ascending,AN06B026,right,1.1660006235081006,-14.929104220810789,AN_12,#9FB555
720575941513811532,76071705571088927,DNbe006,descending,DNbe006,right,3.392110843463545,1.6642588258353292,DN_26,#2C8EC0
720575941461092036,76071705504273771,AN05B097,ascending,AN05B097,left,25.853688258929854,-11.847095858994383,AN_18,#E92F2F
720575941454969395,76071705503976463,DNg56,descending,DNg56,right,21.051810283465986,18.334291088637453,DN_22,#FA4141
720575941530093752,76071705503896746,AN09B023,ascending,AN09B023,left,23.079939861102705,-1.4289775013359964,AN_20,#409D3D
720575941440672085,76001336692349460,AN12B004,ascending,AN12B004,left,23.370984096332197,26.610232937392336,AN_23,#8D6F58
720575941632336876,76142074248350841,AN17A012,ascending,AN17A012,left,12.567571658893232,-8.6021598696145,AN_15,#61BAE7
720575941514608995,76353180547944234,DNg81,descending,DNg81,right,16.95684911708415,-5.115740191880125,DN_15,#61BAE7
720575941413642268,76282811804121476,DNg78,descending,DNg78,left,-12.26183698673665,-5.2071088671120584,DN_01,#55B151
720575941574973705,76142074248511388,ANXXX094,ascending,ANXXX094,right,-6.420909862713213,-8.462669742051023,AN_13,#CF603E
720575941565694262,76001336760212616,DNge011,descending,DNge011,right,-2.0513906290095996,-25.182274234238523,DN_11,#EFB135
720575941461784260,76142074248474809,AN08B027,ascending,AN08B027,right,7.85047819118083,-8.757353198471922,AN_15,#61BAE7
720575941564475904,76282811736555922,DNg59,descending,DNg59,right,-1.8286688139003466,-24.40559996360864,DN_11,#EFB135
720575941690957787,76001336759560267,ANXXX049,ascending,ANXXX049,left,0.613132972522383,-15.396381747666258,AN_12,#9FB555
720575941452767047,76282811736340826,AN09B020,ascending,AN09B020,right,19.561156291766768,-4.930115592423338,AN_20,#409D3D
720575941523106295,75930968015387981,DNg14,descending,DNg14,left,0.4042841384846022,-2.7702542662056864,DN_26,#2C8EC0
720575941515872003,76001336759902363,DNp56,descending,DNp56,right,-0.5791522038441846,-10.755586993637937,DN_12,#9FB555
720575941615336601,76353180480395425,DNge060,descending,DNge060,left,-6.6699790765804,-12.3736442446145,DN_13,#CF603E
720575941571900488,76212442992244288,AN09B023,ascending,AN09B023,right,23.079939861102705,-1.4289775013359964,AN_20,#409D3D
720575941508471824,75930968082712469,DNg81,descending,DNg81,left,16.95684911708415,-5.115740191880125,DN_15,#61BAE7
720575941542461276,76212442992349878,AN17A018,ascending,AN17A018,left,23.831484813495283,-6.800390613022703,AN_20,#409D3D
720575941516271450,76212442992564202,DNg56,descending,DNg56,left,21.051810283465986,18.334291088637453,DN_22,#FA4141
720575941529139844,76212443059826326,DNpe024,descending,DNpe024,left,5.15300037364543,-4.072723519745725,DN_26,#2C8EC0
720575941550148724,76001336759622580,DNg31,descending,DNg31,left,-4.106987219051714,-14.82690180534448,DN_13,#CF603E
720575941416742172,76071705571550603,AN19A018,ascending,AN19A018,right,9.73482706050456,-2.377124559822935,AN_15,#61BAE7
720575941546446697,75930968082775727,DNg91,descending,DNg91,right,-23.570666294292803,2.517205584105593,DN_02,#F96A3C
720575941561632045,76212442992727060,AN03B011,ascending,AN03B011,left,-1.1469546367686938,7.342029202040774,AN_27,#FBCD5A
720575941533541720,76071705570878248,AN06B026,ascending,AN06B026,left,1.1660006235081006,-14.929104220810789,AN_12,#9FB555
720575941611418442,76142074247918665,AN05B102,ascending,AN05B102,left,29.82058431605876,-2.4180575727852762,AN_19,#79B2E0
720575941595190053,76142074248197026,AN09B013,ascending,AN09B013,left,22.601984996600752,-1.8917611956032694,AN_20,#409D3D
720575941655525844,76212443059713903,DNpe013,descending,DNpe013,right,-14.061494808391924,-6.02225674385156,DN_01,#55B151
720575941471965248,76071705504004135,ANXXX174,ascending,ANXXX174,left,26.679732341571455,26.32019578224097,AN_23,#8D6F58
720575941691254680,76212442992727045,ANXXX130,ascending,ANXXX130,left,23.613480586810713,15.073820698317629,AN_22,#FA4141
720575941603458750,76282811736329302,AN12B004,ascending,AN12B004,left,23.370984096332197,26.610232937392336,AN_23,#8D6F58
720575941472005952,76282811736522760,DNge082,descending,DNge082,right,13.366765994830732,-10.603258502427,DN_15,#61BAE7
720575941591285132,76212442924865026,DNge153,descending,DNge153,left,27.365202922626143,-7.9741801142128885,DN_20,#409D3D
720575941493318832,76282811736426237,AN01B005,ascending,AN01B005,left,9.587941188617354,-8.95246447319116,AN_15,#61BAE7
720575941486684226,76142074315239397,DNa14,descending,DNa14,left,5.3447723577457715,-2.7650829672249735,DN_26,#2C8EC0
720575941643577445,76142074315127784,DNpe037,descending,DNpe037,right,4.228173751636152,4.39893351798926,DN_26,#2C8EC0
720575941703384026,76282811736588278,DNpe001,descending,DNpe001,left,-5.51393077869832,-3.7459813475045145,DN_26,#2C8EC0
720575941598566812,76282811736502753,AN09B006,ascending,AN09B006,right,26.889054317279463,-13.76673449272241,AN_18,#E92F2F
720575941555637331,76071705571030200,DNpe039,descending,DNpe039,right,14.342874545856123,3.264496433791262,DN_25,#FAC240
720575941471127104,76001336827139376,DNp53,descending,DNp53,left,-34.41583536167561,12.243241894301516,DN_05,#9C9286
720575941616031189,76282811736335055,ANXXX120,ascending,ANXXX120,right,25.88022329310954,27.697595226821047,AN_23,#8D6F58
720575941604998590,76282811803416538,AN06B042,ascending,AN06B042,right,-18.011557560161943,17.692519772109133,AN_08,#D73029
720575941591512972,76212442992701776,AN04B003,ascending,AN04B003,left,-4.856848697857256,-1.7090605616005838,AN_26,#2C8EC0
720575941513702865,76001336759789880,AN23B004,ascending,AN23B004,left,-2.3674882461589526,-10.203937900010008,AN_13,#CF603E
720575941447935764,76142074315175047,oviDNa_b,descending,oviDNa_b,right,18.37586309413493,-16.814756762925047,DN_16,#C4B39C
720575941502004107,76353180547783077,DNpe003,descending,DNpe003,left,-6.394061546520586,-9.139346492234129,DN_13,#CF603E
720575941607576173,76142074248018974,AN17A024,ascending,AN17A024,right,25.946637172504072,-8.748567950669187,AN_20,#409D3D
720575941438462482,76071705504091392,AN08B025,ascending,AN08B025,left,22.22608282069743,28.15623627906714,AN_23,#8D6F58
720575941471240256,76071705503970774,AN08B028,ascending,AN08B028,right,22.724083919330244,29.8003116727439,AN_23,#8D6F58
720575941560268270,76142074247929814,AN05B101,ascending,AN05B101,right,17.514651317401533,-27.149494540635008,AN_14,#3D9D98
720575941563345576,76212442992106490,AN05B102,ascending,AN05B102,right,29.82058431605876,-2.4180575727852762,AN_19,#79B2E0
720575941593520747,75654029329690640,AN_multi_100,ascending,AN_multi_100,left,9.436964053912764,-16.579641711655515,AN_17,#7E378C
720575941514456569,76001336759622558,DNge146,descending,DNge146,right,-7.055182438091631,-15.5904992937478,DN_13,#CF603E
720575941589246020,76142074248524781,AN10B015,ascending,AN10B015,right,18.392289180560713,0.4808714867201863,AN_21,#672775
720575941519611608,76001336759616909,DNge055,descending,DNge055,right,-7.908925991253252,-15.665842425766844,DN_13,#CF603E
720575941542918941,76212442992648838,AN10B008,ascending,AN10B008,right,-23.382468204693193,23.06427727943335,AN_10,#973EA9
720575941614309395,76071705504389493,AN06B042,ascending,AN06B042,left,-18.011557560161943,17.692519772109133,AN_08,#D73029
720575941431469304,76142074315133401,DNp46,descending,DNp46,left,6.927290458484297,-3.7707988142403543,DN_26,#2C8EC0
720575941470004445,76001336760236840,DNge027,descending,DNge027,left,-1.47803286810338,-27.000587832871336,DN_11,#EFB135
720575941478713962,76071705436511826,AN09B026,ascending,AN09B026,right,10.200200099750166,-7.804732215348142,AN_15,#61BAE7
720575941539085973,76212442992167512,ANXXX178,ascending,ANXXX178,right,26.10610677699626,1.49115763908301,AN_19,#79B2E0
720575941507243845,76142074247929826,ANXXX170,ascending,ANXXX170,left,27.72783185939372,-12.447286021653074,AN_18,#E92F2F
720575941563338664,76142074248397109,AN08B028,ascending,AN08B028,right,22.724083919330244,29.8003116727439,AN_23,#8D6F58
720575941625121849,76496736004640247,AN06B031,ascending,AN06B031,left,-10.391665439800615,5.751731026229006,AN_07,#5BB86E
720575941519389806,76282811803432850,AN06B014,ascending,AN06B014,right,-23.141636829571123,19.91552697425757,AN_10,#973EA9
720575941534911832,76071705570946952,DNg77,descending,DNg77,left,13.07224561671794,-9.879136455002683,DN_15,#61BAE7
720575941470933824,76212442992281843,DNge133,descending,DNge133,left,23.307175655170088,-5.708072555008787,DN_20,#409D3D
720575941436850143,76071705504119739,AN08B010,ascending,AN08B010,left,24.528996486468916,15.463186848219973,AN_22,#FA4141
720575941662695992,76282811736547364,DNg65,descending,DNg65,left,25.83892919520915,-15.492185962143797,DN_18,#E92F2F
720575941659040080,76071705503812646,AN08B024,ascending,AN08B024,left,22.95841505031169,29.21672784095679,AN_23,#8D6F58
720575941408617519,76001336692338900,ANXXX380,ascending,ANXXX380,left,17.246937770648604,-1.4877634167107523,AN_21,#672775
720575941491126222,76142074315457052,DNg33,descending,DNg33,right,15.963252086444502,-31.87332571739282,DN_14,#3D9D98
720575941590202878,76212442992496605,AN08B024,ascending,AN08B024,right,22.95841505031169,29.21672784095679,AN_23,#8D6F58
720575941471885376,76001336827058258,DNpe013,descending,DNpe013,left,-14.061494808391924,-6.02225674385156,DN_01,#55B151
720575941600940473,76496391937315604,AN06B023,ascending,AN06B023,right,-22.466488819317217,5.939763176497561,AN_06,#695B52
720575941530649803,76001336826780920,SA_DMT_DMetaN_6,ascending,SA_DMT_DMetaN_6,right,NA,NA,NA,NA
720575941495055486,76001336759853451,DNpe001,descending,DNpe001,right,-5.51393077869832,-3.7459813475045145,DN_26,#2C8EC0
720575941553314714,75930968082681184,AN06B023,ascending,AN06B023,left,-22.466488819317217,5.939763176497561,AN_06,#695B52
720575941574213627,76071705504395415,AN10B018,ascending,AN10B018,left,-4.838252525524492,-0.13187648052300827,AN_26,#2C8EC0
720575941441226943,76212443059603189,DNp53,descending,DNp53,right,-34.41583536167561,12.243241894301516,DN_05,#9C9286
720575941732549163,76001336759695956,DNg59,descending,DNg59,left,-1.8286688139003466,-24.40559996360864,DN_11,#EFB135
720575941435340430,76282811736246184,AN08B025,ascending,AN08B025,right,22.22608282069743,28.15623627906714,AN_23,#8D6F58
720575941554692580,76071705504035279,AN08B018,ascending,AN08B018,left,22.297511119647627,28.3407169461814,AN_23,#8D6F58
720575941400285475,76282811803996310,DNge125,descending,DNge125,right,-14.920930843548174,-1.55558468097772,DN_01,#55B151
720575941618655615,76353180480576688,DNpe003,descending,DNpe003,left,-6.394061546520586,-9.139346492234129,DN_13,#CF603E
720575941519638894,76142074248289796,AN17A026,ascending,AN17A026,right,14.843304652972822,-6.600165736618894,AN_15,#61BAE7
720575941611254858,76071705504383642,AN06B037,ascending,AN06B037,left,-36.26031015415608,13.86997376686011,AN_05,#9C9286
720575941659328592,76212442992536217,AN08B010,ascending,AN08B010,right,24.528996486468916,15.463186848219973,AN_22,#FA4141
720575941615409817,76212442992181444,AN17A015,ascending,AN17A015,left,25.22989370326579,-0.9875974177750529,AN_19,#79B2E0
720575941450861902,76212442992473908,AN08B028,ascending,AN08B028,right,22.724083919330244,29.8003116727439,AN_23,#8D6F58
720575941449527477,76142074247966047,DNge131,descending,DNge131,left,25.12241651515544,-3.350061786118406,DN_20,#409D3D
720575941662397752,76142074247891904,AN05B026,ascending,AN05B026,left,25.531920451923018,-12.40980375999536,AN_18,#E92F2F
720575941595295783,76001336759595510,AN01B005,ascending,AN01B005,right,9.587941188617354,-8.95246447319116,AN_15,#61BAE7
720575941451350138,76001336759600735,ANXXX007,ascending,ANXXX007,left,23.346888561053877,27.376447308119875,AN_23,#8D6F58
720575941565100647,76142074248027512,ANXXX098,ascending,ANXXX098,left,25.59294988612712,26.849010098036867,AN_23,#8D6F58
720575941558331684,76142074248229877,AN05B100,ascending,AN05B100,left,25.53364469508708,-15.702707660141844,AN_18,#E92F2F
720575941581870457,76142074315048736,DNpe040,descending,DNpe040,left,10.282834071918135,0.9691614986029683,DN_24,#41A4D5
720575941590774924,76142074315169477,ANXXX127,ascending,ANXXX127,left,23.473750133319502,-13.224170100632566,AN_18,#E92F2F
720575941532854501,76142074248036338,AN09B021,ascending,AN09B021,left,26.66156866054118,-4.160817038956541,AN_20,#409D3D
720575941611823078,76071705503798421,ANXXX144,ascending,ANXXX144,left,26.419470805926924,1.7906945825186789,AN_19,#79B2E0
720575941538336381,76212443059385214,DNg60,descending,DNg60,right,-0.5940391083520601,-15.07821024650659,DN_12,#9FB555
720575941535231154,76353180547697379,ANXXX165,ascending,ANXXX165,left,-14.147153835491533,11.271142590102297,AN_07,#5BB86E
720575941526772836,76282811736555938,DNg37,descending,DNg37,right,-6.47159097690999,-11.636822116318601,DN_13,#CF603E
720575941462782221,76282811736253059,ANXXX027,ascending,ANXXX027,right,28.288922328754072,2.2387391210166037,AN_19,#79B2E0
720575941569583474,76001336759592723,ANXXX049,ascending,ANXXX049,left,0.613132972522383,-15.396381747666258,AN_12,#9FB555
720575941494994558,76142074315307575,AN18B053,ascending,AN18B053,right,7.019352454944258,8.257205593642336,AN_24,#41A4D5
720575941494960254,76071705504268144,DNg79,descending,DNg79,left,-20.2617177774471,-1.4257021068962992,DN_02,#F96A3C
720575941515508314,76001336759934835,AN07B015,ascending,AN07B015,left,-2.881706934170122,-9.16979731315698,AN_13,#CF603E
720575941548225928,76071705436511827,AN09B026,ascending,AN09B026,left,10.200200099750166,-7.804732215348142,AN_15,#61BAE7
720575941644554184,76001336759687074,DNge065,descending,DNge065,right,0.647441882892256,-9.259180438462156,DN_12,#9FB555
720575941653816081,76142074315203433,DNp36,descending,DNp36,right,13.943053264423018,4.304295647200686,DN_25,#FAC240
720575941437379090,76142074248240756,AN05B105,ascending,AN05B105,right,23.77279378871501,-16.36862028831567,AN_18,#E92F2F
720575941645444808,76001336826800998,DNp22,descending,DNp22,right,-23.985548954204912,11.117127049025637,DN_06,#695B52
720575941538066837,76001336759616956,AN09B006,ascending,AN09B006,left,26.889054317279463,-13.76673449272241,AN_18,#E92F2F
720575941644324690,76282811736282930,AN12B017,ascending,AN12B017,right,-6.158468704418535,-13.127923381272215,AN_13,#CF603E
720575941663484028,76001336692348239,AN01B005,ascending,AN01B005,right,9.587941188617354,-8.95246447319116,AN_15,#61BAE7
720575941451941498,75930968082586932,DNp33,descending,DNp33,right,-24.747996311382646,22.976495373305422,DN_10,#973EA9
720575941510463760,76142074180682534,DNge153,descending,DNge153,right,27.365202922626143,-7.9741801142128885,DN_20,#409D3D
720575941411212715,76353180480411290,DNg32,descending,DNg32,right,-19.581023197368975,5.337092506941897,DN_06,#695B52
720575941456671213,76001336759531598,AN09B014,ascending,AN09B014,left,18.869009990497236,-9.207674395981687,AN_20,#409D3D
720575941555710547,76282811736585319,DNp56,descending,DNp56,left,-0.5791522038441846,-10.755586993637937,DN_12,#9FB555
720575941495899465,76212443059309832,AN10B017,ascending,AN10B017,right,-24.85057733555257,10.797086346205813,AN_06,#695B52
720575941668463347,76142074247942116,AN05B102,ascending,AN05B102,left,29.82058431605876,-2.4180575727852762,AN_19,#79B2E0
720575941569571186,76282811736558870,DNp71,descending,DNp71,left,5.152223129077559,-4.6140116571816385,DN_26,#2C8EC0
720575941574730235,76142074180712563,AN01A055,ascending,AN01A055,left,16.286726970477705,-2.778194796982664,AN_21,#672775
720575941486776642,76071705570951878,AN00A006,ascending,AN00A006,left,9.878961581988936,-13.445239436570066,AN_15,#61BAE7
720575941507870242,76142074315508735,AN_IPNa,ascending,AN_IPNa,left,15.536616344257002,-36.10905493492212,AN_14,#3D9D98
720575941474562334,76071705503905106,AN01A033,ascending,AN01A033,right,23.616389293475752,6.98560343986426,AN_22,#FA4141
720575941470584695,76282811803906667,DNp53,descending,DNp53,right,-34.41583536167561,12.243241894301516,DN_05,#9C9286
720575941530045624,76142074180789096,AN05B025,ascending,AN05B025,left,26.28506948451579,-14.187261950913328,AN_18,#E92F2F
720575941601122806,76212442992184300,AN09B023,ascending,AN09B023,right,23.079939861102705,-1.4289775013359964,AN_20,#409D3D
720575941547229620,76212442992112197,ANXXX170,ascending,ANXXX170,right,27.72783185939372,-12.447286021653074,AN_18,#E92F2F
720575941400967459,76071705503967968,EAXXX079,ascending,EAXXX079,left,-12.551484089092607,6.294581520613772,AN_07,#5BB86E
720575941477158721,76001336827200139,AN06A016,ascending,AN06A016,left,-12.427110653118486,-2.751813781205076,AN_01,#55B151
720575941441615963,76282811736423190,DNpe007,descending,DNpe007,left,24.03976156215251,-17.29255522483911,DN_18,#E92F2F
720575941432966432,76495910766604850,AN_GNG_46,ascending,AN_GNG_46,right,-0.3386500736039827,2.739141809996706,AN_27,#FBCD5A
720575941556498660,76142074315108851,AN05B103,ascending,AN05B103,left,18.47773076991618,-13.580134761277098,AN_16,#C4B39C
720575941453274025,76212442992750568,AN08B023,ascending,AN08B023,right,6.656559963031416,-10.396457087937254,AN_12,#9FB555
720575941586609886,76212443059220645,DNg63,descending,DNg63,left,1.2831392476993848,-16.30625094169702,DN_12,#9FB555
720575941546476476,76212442992086528,ANXXX154,ascending,ANXXX154,left,25.952748317523604,-0.8504837572010936,AN_19,#79B2E0
720575941531252939,76001336759810889,AN07B017,ascending,AN07B017,left,-0.08370945949971176,-10.116554629746336,AN_12,#9FB555
720575941450205109,76142074315589846,ANXXX136,ascending,ANXXX136,left,16.327551860614424,-28.337597262802976,AN_14,#3D9D98
720575941541469213,76142074247911464,ANXXX170,ascending,ANXXX170,left,27.72783185939372,-12.447286021653074,AN_18,#E92F2F
720575941515054659,76142074180714207,AN17A018,ascending,AN17A018,right,23.831484813495283,-6.800390613022703,AN_20,#409D3D
720575941574844425,76282811736576694,AN23B004,ascending,AN23B004,right,-2.3674882461589526,-10.203937900010008,AN_13,#CF603E
720575941498438523,76142074315416915,ANXXX099,ascending,ANXXX099,left,14.364524860187178,-18.941267383042234,AN_16,#C4B39C
720575941511203026,76212442992126836,AN05B025,ascending,AN05B025,right,26.28506948451579,-14.187261950913328,AN_18,#E92F2F
720575941603785913,76353180547622277,DNge026,descending,DNge026,left,-10.874167423443193,-4.011647593918699,DN_01,#55B151
720575941483679674,76001336759769375,DNge076,descending,DNge076,left,-4.146760921673174,-23.686331164780515,DN_11,#EFB135
720575941560655731,76353180480482464,DNge051,descending,DNge051,right,-7.447377662853594,-16.391231906357664,DN_13,#CF603E
720575941566165302,76212442992195697,DNg87,descending,DNg87,left,23.057152766986494,-5.545531642380613,DN_20,#409D3D
720575941574878351,75930968083013974,DNge002,descending,DNge002,right,-12.067248325542803,-5.329204451981443,DN_01,#55B151
